sudokuID,name,numOfConstraints,result,totalTime,loop,backtrack,flip,unit
1,r0_c0_b0,0,SAT,0.12855839729309082,480,0,0,249
1,r1_c0_b0,1,SAT,0.13721799850463867,452,0,0,277
1,r2_c0_b0,2,SAT,0.15134763717651367,438,0,0,291
1,r3_c0_b0,3,SAT,0.17221689224243164,404,0,0,325
1,r4_c0_b0,4,SAT,0.17799830436706543,380,0,1,359
1,r5_c0_b0,5,SAT,0.1896064281463623,350,0,0,379
1,r6_c0_b0,6,SAT,0.20345687866210938,326,0,0,403
1,r7_c0_b0,7,SAT,0.216902494430542,309,0,0,420
1,r8_c0_b0,8,SAT,0.24773669242858887,301,0,1,434
1,r9_c0_b0,9,SAT,0.24724555015563965,262,0,0,467
1,r9_c1_b0,10,SAT,0.25811767578125,225,0,0,504
1,r9_c2_b0,11,SAT,0.27318477630615234,191,0,0,538
1,r9_c3_b0,12,SAT,0.30913233757019043,199,0,1,601
1,r9_c4_b0,13,SAT,0.3060457706451416,154,0,1,589
1,r9_c5_b0,14,SAT,0.3184375762939453,134,0,0,595
1,r9_c6_b0,15,SAT,0.3624534606933594,115,0,1,677
1,r9_c7_b0,16,SAT,0.3488781452178955,94,0,0,635
1,r9_c8_b0,17,SAT,0.40068531036376953,76,0,1,790
1,r9_c9_b0,18,SAT,0.39832377433776855,73,0,1,698
1,r9_c9_b1,19,SAT,0.4778268337249756,60,3,5,937
1,r9_c9_b2,20,SAT,0.4360823631286621,33,0,1,731
1,r9_c9_b3,21,SAT,0.5843873023986816,52,4,9,1180
1,r9_c9_b4,22,SAT,1.8853623867034912,172,49,70,4480
1,r9_c9_b5,23,SAT,6.055906772613525,584,217,289,14627
1,r9_c9_b6,24,SAT,2.076911687850952,147,53,69,4380
1,r9_c9_b7,25,SAT,1.9828836917877197,131,44,59,3983
1,r9_c9_b8,26,SAT,0.6018409729003906,3,0,0,726
1,r9_c9_b9,27,SAT,0.5161833763122559,2,0,0,727
2,r0_c0_b0,0,SAT,0.12319636344909668,480,0,0,249
2,r1_c0_b0,1,SAT,0.13574671745300293,463,0,0,266
2,r2_c0_b0,2,SAT,0.15733957290649414,439,0,0,290
2,r3_c0_b0,3,SAT,0.1602494716644287,406,0,0,323
2,r4_c0_b0,4,SAT,0.17690372467041016,385,0,0,344
2,r5_c0_b0,5,SAT,0.2145836353302002,364,0,0,365
2,r6_c0_b0,6,SAT,0.2038280963897705,336,0,0,393
2,r7_c0_b0,7,SAT,0.21483755111694336,314,0,0,415
2,r8_c0_b0,8,SAT,0.23525309562683105,287,0,0,442
